_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
67221ba250538de2c26fdf16,,72.65,95.73,77.87,70.58,153;6;0;0,words,25,-1,0,25.27,0,0,false,false,french,none,normal,false,false,false,,1730288546000
67221b8750538de2c26fddd3,,73.92,99.29,73.92,72.56,140;0;0;0,words,25,-1,5,22.73,0,33.28,false,false,french,none,normal,false,false,false,,1730288519000
67221b4450538de2c26fdaaf,,69.81,96.71,69.81,66.9,146;0;0;0,words,25,-1,0,25.1,0,0,false,false,french,none,normal,false,false,false,,1730288452000
67221b1750538de2c26fd8a1,,65.83,98.59,65.83,71.85,140;0;0;0,words,25,-1,6,25.52,0,28.93,false,false,french,none,normal,false,false,false,,1730288407000
67221ad450538de2c26fd53e,,63.76,96.93,63.76,67.68,157;0;0;0,words,25,-1,0,29.55,0,0,false,false,french,none,normal,false,false,false,,1730288340000
67221ab350538de2c26fd3c9,,65.41,97.37,67.67,73.95,145;1;0;0,words,25,-1,1,26.6,0,1.98,false,false,french,none,normal,false,false,false,,1730288307000
67221a7650538de2c26fd10c,,60.88,98.52,60.88,71.72,133;0;0;0,words,25,-1,4,26.22,0,23.03,false,false,french,none,normal,false,false,false,,1730288246000
6721f3d350538de2c26e32fb,,67.94,97.83,67.94,67.16,134;0;0;0,words,25,-1,1,23.67,0,0.82,false,false,french,none,normal,false,false,false,,1730278355000
6721f3b950538de2c26e31b7,,60.79,98.46,60.79,65.81,128;0;0;0,words,25,-1,0,25.27,0,0,false,false,french,none,normal,false,false,false,,1730278329000
6721f39e50538de2c26e307c,,65.92,99.32,65.92,72.67,147;0;0;0,words,25,-1,0,26.76,0,0,false,false,french,none,normal,false,false,false,,1730278302000
6721f36550538de2c26e2e11,,57.75,92.95,57.75,56.48,145;0;0;0,words,25,-1,5,30.13,0,10.45,false,false,french,none,normal,false,false,false,,1730278245000
6721f33050538de2c26e2bb8,,68.99,97.92,68.99,68.84,140;0;0;0,words,25,-1,0,24.35,0,0,false,false,french,none,normal,false,false,false,,1730278192000
6721f31550538de2c26e2aa7,,64.55,95,64.55,65.81,151;0;0;0,words,25,-1,0,28.07,0,0,false,false,french,none,normal,false,false,false,,1730278165000
6721f2f850538de2c26e2977,,62.77,99.33,62.77,63.25,148;0;0;0,words,25,-1,2,28.29,0,4.19,false,false,french,none,normal,false,false,false,,1730278136000
672144a850538de2c267cc31,,70.06,99.36,70.06,73.74,155;0;0;0,words,25,-1,0,26.55,0,0,false,false,french,none,normal,false,false,false,,1730233512000
6721448c50538de2c267cae0,,66.06,97.47,66.06,66.51,154;0;0;0,words,25,-1,7,27.98,0,30.29,false,false,french,none,normal,false,false,false,,1730233483000
6721442c50538de2c267c639,,71.27,97.86,71.27,71.29,137;0;0;0,words,25,-1,3,23.07,0,24.92,false,false,french,none,normal,false,false,false,,1730233388000
672143f650538de2c267c3c2,,71.19,98.06,71.19,76.06,151;0;0;0,words,25,-1,12,25.45,0,72.11,false,false,french,none,normal,false,false,false,,1730233334000
6721437e50538de2c267bdce,,69.02,96.43,69.02,75.58,161;0;0;0,words,25,-1,0,27.99,0,0,false,false,french,none,normal,false,false,false,,1730233214000
6721436050538de2c267bc34,,67.28,98.62,67.28,68.37,143;0;0;0,words,25,-1,10,25.5,0,46.47,false,false,french,none,normal,false,false,false,,1730233184000
6721430550538de2c267b797,,73.83,98.7,73.83,78.58,152;0;0;0,words,25,-1,3,24.71,0,10.66,false,false,french,none,normal,false,false,false,,1730233093000
672142d950538de2c267b546,,65.92,100,65.92,67.92,134;0;0;0,words,25,-1,8,24.39,0,80.99,false,false,french,none,normal,false,false,false,,1730233049000
6721425b50538de2c267ae95,,69.37,97.96,69.37,73.22,144;0;0;0,words,25,-1,0,24.91,0,0,false,false,french,none,normal,false,false,false,,1730232923000
6721424050538de2c267ad16,,63.64,97.1,63.64,66.24,134;0;0;0,words,25,-1,3,25.27,0,6.87,false,false,french,none,normal,false,false,false,,1730232896000
6721421850538de2c267aaf5,,68.04,98.66,68.04,62.87,147;0;0;0,words,25,-1,2,25.93,0,1.7,false,false,french,none,normal,false,false,false,,1730232856000
672141f850538de2c267a91d,,59.48,89.74,64.22,70.12,138;6;1;0,words,25,-1,0,27.84,0,0,false,false,french,none,normal,false,false,false,,1730232824000
672141da50538de2c267a774,,68.61,99.36,68.61,73.75,156;0;0;0,words,25,-1,0,27.28,0,0,false,false,french,none,normal,false,false,false,,1730232794000
672141b450538de2c267a550,,68.17,98.13,68.17,71.04,157;0;0;0,words,25,-1,0,27.64,0,0,false,false,french,none,normal,false,false,false,,1730232756000
6721410650538de2c2679bf5,,68.47,98.11,72.13,70.65,150;1;0;0,words,25,-1,0,26.29,0,0,false,false,french,none,normal,false,false,false,,1730232582000
672140ea50538de2c2679a7d,,60.68,98.24,60.68,61.24,166;0;0;0,words,25,-1,5,32.83,0,15.94,false,false,french,none,normal,false,false,false,,1730232554000
672140af50538de2c2679777,,66.12,99.36,66.12,64.19,156;0;0;0,words,25,-1,0,28.31,0,0,false,false,french,none,normal,false,false,false,,1730232495000
6721409050538de2c26795d3,,64.94,96.27,66.97,68.34,128;1;1;0,words,25,-1,0,23.65,0,0,false,false,french,none,normal,false,false,false,,1730232464000
6721407750538de2c267948c,,69.52,99.22,69.52,76.65,127;0;0;0,words,25,-1,6,21.92,0,8.04,false,false,french,none,normal,false,false,false,,1730232439000
